start,end,line,unformatted,token
1.018,1.285,0,だってぼくはほしだから,だ
1.018,1.285,92,だって僕は星だから,だ
1.285,1.685,0,だってぼくはほしだから,っ
1.285,1.685,92,だって僕は星だから,っ
1.685,1.919,0,だってぼくはほしだから,て
1.685,1.919,92,だって僕は星だから,て
1.919,2.353,0,だってぼくはほしだから,ぼ
1.919,2.353,92,だって僕は星だから,僕
2.353,2.453,0,だってぼくはほしだから,く
2.353,2.453,92,だって僕は星だから,僕
2.453,2.653,0,だってぼくはほしだから,は
2.453,2.653,92,だって僕は星だから,は
2.653,3.12,0,だってぼくはほしだから,ほ
2.653,3.12,92,だって僕は星だから,星
3.12,3.354,0,だってぼくはほしだから,し
3.12,3.354,92,だって僕は星だから,星
3.354,3.854,0,だってぼくはほしだから,だ
3.354,3.854,92,だって僕は星だから,だ
3.854,4.121,0,だってぼくはほしだから,か
3.854,4.121,92,だって僕は星だから,か
4.121,7.324,0,だってぼくはほしだから,ら
4.121,7.324,92,だって僕は星だから,ら
8.425,8.792,92,stellarstellar,stel
8.425,8.792,0,stellarstellar,stel
8.792,9.159,92,stellarstellar,lar
8.792,9.159,0,stellarstellar,lar
9.159,9.46,92,stellarstellar,stel
9.159,9.46,0,stellarstellar,stel
9.46,9.893,92,stellarstellar,lar
9.46,9.893,0,stellarstellar,lar
10.561,20.704,0,stellarstellar／星街すいせい(coveredby七詩ムメイ),stellarstellar／星街すいせい(coveredby七詩ムメイ)
10.561,13.297,92,作詞：星街すいせい,作詞：星街すいせい
13.297,15.966,92,作曲・編曲：takuinoue,作曲・編曲：takuinoue
15.966,18.602,91,art:透依(とうえ)mix:jasmine,art:透依(とうえ)mix:jasmine
18.602,20.704,91,mv:yuranunvocals:七詩ムメイ,mv:yuranunvocals:七詩ムメイ
26.377,26.577,0,きっときみはもうきづいていた,き
26.377,26.577,92,きっと君はもう気づいていた,き
26.577,26.744,0,きっときみはもうきづいていた,っ
26.577,26.744,92,きっと君はもう気づいていた,っ
26.744,27.244,0,きっときみはもうきづいていた,と
26.744,27.244,92,きっと君はもう気づいていた,と
27.244,27.411,0,きっときみはもうきづいていた,き
27.244,27.411,92,きっと君はもう気づいていた,君
27.411,27.578,0,きっときみはもうきづいていた,み
27.411,27.578,92,きっと君はもう気づいていた,君
27.578,27.745,0,きっときみはもうきづいていた,は
27.578,27.745,92,きっと君はもう気づいていた,は
27.745,27.911,0,きっときみはもうきづいていた,も
27.745,27.911,92,きっと君はもう気づいていた,も
27.911,28.078,0,きっときみはもうきづいていた,う
27.911,28.078,92,きっと君はもう気づいていた,う
28.078,28.245,0,きっときみはもうきづいていた,き
28.078,28.245,92,きっと君はもう気づいていた,気
28.245,28.412,0,きっときみはもうきづいていた,づ
28.245,28.412,92,きっと君はもう気づいていた,づ
28.412,28.579,0,きっときみはもうきづいていた,い
28.412,28.579,92,きっと君はもう気づいていた,い
28.579,28.746,0,きっときみはもうきづいていた,て
28.579,28.746,92,きっと君はもう気づいていた,て
28.746,28.912,0,きっときみはもうきづいていた,い
28.746,28.912,92,きっと君はもう気づいていた,い
28.912,29.613,0,きっときみはもうきづいていた,た
28.912,29.613,92,きっと君はもう気づいていた,た
29.613,29.78,0,ぼくのこころのおくでかいた,ぼ
29.613,29.78,92,僕の心の奥で描いた,の
29.78,29.947,0,ぼくのこころのおくでかいた,く
29.78,29.947,92,僕の心の奥で描いた,の
29.947,30.114,0,ぼくのこころのおくでかいた,の
29.947,30.114,92,僕の心の奥で描いた,の
30.114,30.247,0,ぼくのこころのおくでかいた,こ
30.114,30.247,92,僕の心の奥で描いた,心
30.247,30.447,0,ぼくのこころのおくでかいた,こ
30.247,30.447,92,僕の心の奥で描いた,心
30.447,30.614,0,ぼくのこころのおくでかいた,ろ
30.447,30.614,92,僕の心の奥で描いた,心
30.614,30.781,0,ぼくのこころのおくでかいた,の
30.614,30.781,92,僕の心の奥で描いた,の
30.781,30.948,0,ぼくのこころのおくでかいた,お
30.781,30.948,92,僕の心の奥で描いた,奥
30.948,31.115,0,ぼくのこころのおくでかいた,く
30.948,31.115,92,僕の心の奥で描いた,奥
31.115,31.281,0,ぼくのこころのおくでかいた,で
31.115,31.281,92,僕の心の奥で描いた,で
31.281,31.448,0,ぼくのこころのおくでかいた,か
31.281,31.448,92,僕の心の奥で描いた,描
31.448,31.648,0,ぼくのこころのおくでかいた,い
31.448,31.648,92,僕の心の奥で描いた,い
31.648,32.316,0,ぼくのこころのおくでかいた,た
31.648,32.316,92,僕の心の奥で描いた,た
32.316,32.483,0,それがこれからはなすちんぷな,そ
32.316,32.483,92,それがこれから話す陳腐な,そ
32.483,32.649,0,それがこれからはなすちんぷな,れ
32.483,32.649,92,それがこれから話す陳腐な,れ
32.649,32.816,0,それがこれからはなすちんぷな,が
32.649,32.816,92,それがこれから話す陳腐な,が
32.816,32.983,0,それがこれからはなすちんぷな,こ
32.816,32.983,92,それがこれから話す陳腐な,こ
32.983,33.15,0,それがこれからはなすちんぷな,れ
32.983,33.15,92,それがこれから話す陳腐な,れ
33.15,33.317,0,それがこれからはなすちんぷな,か
33.15,33.317,92,それがこれから話す陳腐な,か
33.317,33.484,0,それがこれからはなすちんぷな,ら
33.317,33.484,92,それがこれから話す陳腐な,ら
33.484,33.65,0,それがこれからはなすちんぷな,は
33.484,33.65,92,それがこれから話す陳腐な,話
33.65,33.817,0,それがこれからはなすちんぷな,な
33.65,33.817,92,それがこれから話す陳腐な,話
33.817,33.984,0,それがこれからはなすちんぷな,す
33.817,33.984,92,それがこれから話す陳腐な,す
33.984,34.151,0,それがこれからはなすちんぷな,ち
33.984,34.151,92,それがこれから話す陳腐な,陳
34.151,34.351,0,それがこれからはなすちんぷな,ん
34.151,34.351,92,それがこれから話す陳腐な,陳
34.351,34.518,0,それがこれからはなすちんぷな,ぷ
34.351,34.518,92,それがこれから話す陳腐な,腐
34.518,35.519,0,それがこれからはなすちんぷな,な
34.518,35.519,92,それがこれから話す陳腐な,な
35.519,35.853,0,ものろーぐさ,も
35.519,35.853,92,モノローグさ,モ
35.853,36.02,0,ものろーぐさ,の
35.853,36.02,92,モノローグさ,ノ
36.02,36.353,0,ものろーぐさ,ろー
36.02,36.353,92,モノローグさ,ロー
36.353,36.687,0,ものろーぐさ,ぐ
36.353,36.687,92,モノローグさ,グ
36.687,37.221,0,ものろーぐさ,さ
36.687,37.221,92,モノローグさ,さ
37.221,37.388,92,──ずっと言えない言葉があった,──ず
37.221,37.388,0,ずっといえないことばがあった,ず
37.388,37.554,92,──ずっと言えない言葉があった,っ
37.388,37.554,0,ずっといえないことばがあった,っ
37.554,38.055,92,──ずっと言えない言葉があった,と
37.554,38.055,0,ずっといえないことばがあった,と
38.055,38.222,92,──ずっと言えない言葉があった,言
38.055,38.222,0,ずっといえないことばがあった,い
38.222,38.389,92,──ずっと言えない言葉があった,え
38.222,38.389,0,ずっといえないことばがあった,え
38.389,38.555,92,──ずっと言えない言葉があった,な
38.389,38.555,0,ずっといえないことばがあった,な
38.555,38.722,92,──ずっと言えない言葉があった,い
38.555,38.722,0,ずっといえないことばがあった,い
38.722,38.889,92,──ずっと言えない言葉があった,言
38.722,38.889,0,ずっといえないことばがあった,こ
38.889,39.056,92,──ずっと言えない言葉があった,言
38.889,39.056,0,ずっといえないことばがあった,と
39.056,39.223,92,──ずっと言えない言葉があった,葉
39.056,39.223,0,ずっといえないことばがあった,ば
39.223,39.39,92,──ずっと言えない言葉があった,が
39.223,39.39,0,ずっといえないことばがあった,が
39.39,39.556,92,──ずっと言えない言葉があった,あ
39.39,39.556,0,ずっといえないことばがあった,あ
39.556,39.757,92,──ずっと言えない言葉があった,っ
39.556,39.757,0,ずっといえないことばがあった,っ
39.757,40.391,92,──ずっと言えない言葉があった,た
39.757,40.391,0,ずっといえないことばがあった,た
40.391,40.591,0,こわせないかべがあったんだ,こ
