start,end,line,unformatted,token
0.741,1.108,0,せかいはなんてふくざつなんですか,せ
0.741,1.108,-1,世界はなんて複雑なんですか,世
1.108,1.375,0,せかいはなんてふくざつなんですか,か
1.108,1.375,-1,世界はなんて複雑なんですか,界
1.375,1.642,0,せかいはなんてふくざつなんですか,い
1.375,1.642,-1,世界はなんて複雑なんですか,界
1.642,1.909,0,せかいはなんてふくざつなんですか,は
1.642,1.909,-1,世界はなんて複雑なんですか,は
1.909,2.143,0,せかいはなんてふくざつなんですか,な
1.909,2.143,-1,世界はなんて複雑なんですか,な
2.143,2.476,0,せかいはなんてふくざつなんですか,ん
2.143,2.476,-1,世界はなんて複雑なんですか,ん
2.476,3.01,0,せかいはなんてふくざつなんですか,て
2.476,3.01,-1,世界はなんて複雑なんですか,て
3.01,3.311,0,せかいはなんてふくざつなんですか,ふ
3.01,3.311,-1,世界はなんて複雑なんですか,複
3.311,3.577,0,せかいはなんてふくざつなんですか,く
3.311,3.577,-1,世界はなんて複雑なんですか,複
3.577,3.844,0,せかいはなんてふくざつなんですか,ざ
3.577,3.844,-1,世界はなんて複雑なんですか,雑
3.844,4.078,0,せかいはなんてふくざつなんですか,つ
3.844,4.078,-1,世界はなんて複雑なんですか,雑
4.078,4.278,0,せかいはなんてふくざつなんですか,な
4.078,4.278,-1,世界はなんて複雑なんですか,な
4.278,4.378,0,せかいはなんてふくざつなんですか,ん
4.278,4.378,-1,世界はなんて複雑なんですか,ん
4.378,4.545,0,せかいはなんてふくざつなんですか,で
4.378,4.545,-1,世界はなんて複雑なんですか,で
4.545,4.645,0,せかいはなんてふくざつなんですか,す
4.545,4.645,-1,世界はなんて複雑なんですか,す
4.645,5.212,0,せかいはなんてふくざつなんですか,か
4.645,5.212,-1,世界はなんて複雑なんですか,か
5.212,5.479,0,ひみつのことばおしえてほしい,ひ
5.212,5.479,-1,秘密の言葉教えてほしい,秘
5.479,5.713,0,ひみつのことばおしえてほしい,み
5.479,5.713,-1,秘密の言葉教えてほしい,密
5.713,6.013,0,ひみつのことばおしえてほしい,つ
5.713,6.013,-1,秘密の言葉教えてほしい,密
6.013,6.28,0,ひみつのことばおしえてほしい,の
6.013,6.28,-1,秘密の言葉教えてほしい,の
6.28,6.58,0,ひみつのことばおしえてほしい,こ
6.28,6.58,-1,秘密の言葉教えてほしい,言
6.58,6.847,0,ひみつのことばおしえてほしい,と
6.58,6.847,-1,秘密の言葉教えてほしい,言
6.847,7.081,0,ひみつのことばおしえてほしい,ば
6.847,7.081,-1,秘密の言葉教えてほしい,葉
7.081,7.281,0,ひみつのことばおしえてほしい,お
7.081,7.281,-1,秘密の言葉教えてほしい,教
7.281,7.381,0,ひみつのことばおしえてほしい,し
7.281,7.381,-1,秘密の言葉教えてほしい,教
7.381,7.648,0,ひみつのことばおしえてほしい,え
7.381,7.648,-1,秘密の言葉教えてほしい,え
7.648,7.949,0,ひみつのことばおしえてほしい,て
7.648,7.949,-1,秘密の言葉教えてほしい,て
7.949,8.215,0,ひみつのことばおしえてほしい,ほ
7.949,8.215,-1,秘密の言葉教えてほしい,ほ
8.215,8.449,0,ひみつのことばおしえてほしい,し
8.215,8.449,-1,秘密の言葉教えてほしい,し
8.449,9.55,0,ひみつのことばおしえてほしい,い
8.449,9.55,-1,秘密の言葉教えてほしい,い
9.55,9.817,0,がんばれわたし！いつもいじょうに,が
9.55,9.817,-1,がんばれ私！いつも以上に,が
9.817,10.084,0,がんばれわたし！いつもいじょうに,ん
9.817,10.084,-1,がんばれ私！いつも以上に,ん
10.084,10.318,0,がんばれわたし！いつもいじょうに,ば
10.084,10.318,-1,がんばれ私！いつも以上に,ば
10.318,10.618,0,がんばれわたし！いつもいじょうに,れ
10.318,10.618,-1,がんばれ私！いつも以上に,れ
10.618,10.918,0,がんばれわたし！いつもいじょうに,わ
10.618,11.719,-1,がんばれ私！いつも以上に,私！
10.918,11.185,0,がんばれわたし！いつもいじょうに,た
11.185,11.719,0,がんばれわたし！いつもいじょうに,し！
11.719,11.953,0,がんばれわたし！いつもいじょうに,い
11.719,11.953,-1,がんばれ私！いつも以上に,い
11.953,12.286,0,がんばれわたし！いつもいじょうに,つ
11.953,12.286,-1,がんばれ私！いつも以上に,つ
12.286,12.52,0,がんばれわたし！いつもいじょうに,も
12.286,12.52,-1,がんばれ私！いつも以上に,も
12.52,12.82,0,がんばれわたし！いつもいじょうに,い
12.52,12.82,-1,がんばれ私！いつも以上に,以
12.82,13.087,0,がんばれわたし！いつもいじょうに,じょ
12.82,13.087,-1,がんばれ私！いつも以上に,上
13.087,13.387,0,がんばれわたし！いつもいじょうに,う
13.087,13.387,-1,がんばれ私！いつも以上に,上
13.387,13.921,0,がんばれわたし！いつもいじょうに,に
13.387,13.921,-1,がんばれ私！いつも以上に,に
