start,end,line,unformatted,token
8.249,8.616,0,ぜんぜんつかめないきみのこと,ぜん
8.249,8.616,-1,全然つかめないきみのこと,全
8.616,9.083,0,ぜんぜんつかめないきみのこと,ぜん
8.616,9.083,-1,全然つかめないきみのこと,然
9.083,9.216,0,ぜんぜんつかめないきみのこと,つ
9.083,9.216,-1,全然つかめないきみのこと,つ
9.216,9.45,0,ぜんぜんつかめないきみのこと,か
9.216,9.45,-1,全然つかめないきみのこと,か
9.45,9.684,0,ぜんぜんつかめないきみのこと,め
9.45,9.684,-1,全然つかめないきみのこと,め
9.684,10.084,0,ぜんぜんつかめないきみのこと,ない
9.684,10.084,-1,全然つかめないきみのこと,ない
10.084,10.451,0,ぜんぜんつかめないきみのこと,き
10.084,10.451,-1,全然つかめないきみのこと,き
10.451,10.651,0,ぜんぜんつかめないきみのこと,み
10.451,10.651,-1,全然つかめないきみのこと,み
10.651,11.052,0,ぜんぜんつかめないきみのこと,の
10.651,11.052,-1,全然つかめないきみのこと,の
11.052,11.285,0,ぜんぜんつかめないきみのこと,こ
11.052,11.285,-1,全然つかめないきみのこと,こ
11.285,11.519,0,ぜんぜんつかめないきみのこと,と
11.285,11.519,-1,全然つかめないきみのこと,と
11.519,11.919,0,ぜんぜんしらないうちに,ぜん
11.519,11.919,-1,全然しらないうちに,全
11.919,12.353,0,ぜんぜんしらないうちに,ぜん
11.919,12.353,-1,全然しらないうちに,然
12.353,12.52,0,ぜんぜんしらないうちに,し
12.353,12.52,-1,全然しらないうちに,し
12.52,12.72,0,ぜんぜんしらないうちに,ら
12.52,12.72,-1,全然しらないうちに,ら
12.72,12.92,0,ぜんぜんしらないうちに,な
12.72,12.92,-1,全然しらないうちに,な
12.92,13.387,0,ぜんぜんしらないうちに,い
12.92,13.387,-1,全然しらないうちに,い
13.387,13.587,0,ぜんぜんしらないうちに,う
13.387,13.587,-1,全然しらないうちに,う
13.587,13.988,0,ぜんぜんしらないうちに,ち
13.587,13.988,-1,全然しらないうちに,ち
13.988,14.388,0,ぜんぜんしらないうちに,に
13.988,14.388,-1,全然しらないうちに,に
14.388,14.789,0,yeah!,yeah!
14.388,14.789,-1,yeah!,yeah!
14.789,15.022,0,ココロうばわれるなんてこと,コ
14.789,15.022,-1,ココロ奪われるなんてこと,コ
15.022,15.189,0,ココロうばわれるなんてこと,コ
15.022,15.189,-1,ココロ奪われるなんてこと,コ
15.189,15.389,0,ココロうばわれるなんてこと,ロ
15.189,15.389,-1,ココロ奪われるなんてこと,ロ
15.389,15.623,0,ココロうばわれるなんてこと,う
15.389,15.623,-1,ココロ奪われるなんてこと,奪
15.623,15.823,0,ココロうばわれるなんてこと,ば
15.623,15.823,-1,ココロ奪われるなんてこと,奪
15.823,16.023,0,ココロうばわれるなんてこと,わ
15.823,16.023,-1,ココロ奪われるなんてこと,わ
16.023,16.223,0,ココロうばわれるなんてこと,れ
16.023,16.223,-1,ココロ奪われるなんてこと,れ
16.223,16.624,0,ココロうばわれるなんてこと,る
16.223,16.624,-1,ココロ奪われるなんてこと,る
16.624,17.058,0,ココロうばわれるなんてこと,な
16.624,17.058,-1,ココロ奪われるなんてこと,な
17.058,17.258,0,ココロうばわれるなんてこと,ん
17.058,17.258,-1,ココロ奪われるなんてこと,ん
17.258,17.625,0,ココロうばわれるなんてこと,て
17.258,17.625,-1,ココロ奪われるなんてこと,て
17.625,17.858,0,ココロうばわれるなんてこと,こ
17.625,17.858,-1,ココロ奪われるなんてこと,こ
17.858,18.059,0,ココロうばわれるなんてこと,と
17.858,18.059,-1,ココロ奪われるなんてこと,と
18.059,18.492,0,あるはずないでしょ,あ
18.059,18.492,-1,あるはずないでしょ,あ
18.492,18.893,0,あるはずないでしょ,る
18.492,18.893,-1,あるはずないでしょ,る
18.893,19.36,0,あるはずないでしょ,は
18.893,19.36,-1,あるはずないでしょ,は
19.36,19.694,0,あるはずないでしょ,ず
19.36,19.694,-1,あるはずないでしょ,ず
19.694,20.328,0,あるはずないでしょ,ない
19.694,20.328,-1,あるはずないでしょ,ない
20.328,20.561,0,あるはずないでしょ,で
20.328,20.561,-1,あるはずないでしょ,で
20.561,21.362,0,あるはずないでしょ,しょ
20.561,21.362,-1,あるはずないでしょ,しょ
21.362,24.632,0,junkyfeat.鏡音リン-メランコリック-wataameremix-,junkyfeat.鏡音リン-メランコリック-wataameremix-
24.632,26.267,0,作詞・作曲:junky,作詞・作曲:junky
26.267,27.935,0,作詞・作曲:junky編曲:じゃんパイセン,作詞・作曲:junky編曲:じゃんパイセン
27.935,29.57,0,イラスト・アニメーション:篠月しのぶ,イラスト・アニメーション:篠月しのぶ
29.57,31.205,0,イラスト・アニメーション:篠月しのぶ動画:カラサワ,イラスト・アニメーション:篠月しのぶ動画:カラサワ
31.205,34.507,0,歌:角巻わため,歌:角巻わため
35.543,35.743,0,それはぶあいそうなえがおだったり,そ
35.543,35.743,-1,それは無愛想な笑顔だったり,そ
35.743,35.943,0,それはぶあいそうなえがおだったり,れ
35.743,35.943,-1,それは無愛想な笑顔だったり,れ
35.943,36.544,0,それはぶあいそうなえがおだったり,は
35.943,36.544,-1,それは無愛想な笑顔だったり,は
36.544,36.978,0,それはぶあいそうなえがおだったり,ぶ
36.544,36.978,-1,それは無愛想な笑顔だったり,無
36.978,37.411,0,それはぶあいそうなえがおだったり,あ
36.978,37.411,-1,それは無愛想な笑顔だったり,愛
37.411,37.778,0,それはぶあいそうなえがおだったり,い
37.411,37.778,-1,それは無愛想な笑顔だったり,愛
37.778,38.179,0,それはぶあいそうなえがおだったり,そ
37.778,38.179,-1,それは無愛想な笑顔だったり,想
38.179,38.579,0,それはぶあいそうなえがおだったり,う
38.179,38.579,-1,それは無愛想な笑顔だったり,想
38.579,39.213,0,それはぶあいそうなえがおだったり,な
38.579,39.213,-1,それは無愛想な笑顔だったり,な
39.213,39.447,0,それはぶあいそうなえがおだったり,え
39.213,39.447,-1,それは無愛想な笑顔だったり,笑
39.447,39.847,0,それはぶあいそうなえがおだったり,が
39.447,39.847,-1,それは無愛想な笑顔だったり,顔
39.847,40.247,0,それはぶあいそうなえがおだったり,お
39.847,40.247,-1,それは無愛想な笑顔だったり,顔
40.247,40.648,0,それはぶあいそうなえがおだったり,だっ
40.247,40.648,-1,それは無愛想な笑顔だったり,だっ
40.648,40.881,0,それはぶあいそうなえがおだったり,た
40.648,40.881,-1,それは無愛想な笑顔だったり,た
40.881,42.049,0,それはぶあいそうなえがおだったり,り
40.881,42.049,-1,それは無愛想な笑顔だったり,り
42.049,42.316,0,それはにちようびのひぐれだったり,そ
42.049,42.316,-1,それは日曜日の日暮れだったり,そ
42.316,42.516,0,それはにちようびのひぐれだったり,れ
42.316,42.516,-1,それは日曜日の日暮れだったり,れ
42.516,43.15,0,それはにちようびのひぐれだったり,は
42.516,43.15,-1,それは日曜日の日暮れだったり,は
43.15,43.517,0,それはにちようびのひぐれだったり,に
43.15,43.517,-1,それは日曜日の日暮れだったり,日
43.517,43.918,0,それはにちようびのひぐれだったり,ち
43.517,43.918,-1,それは日曜日の日暮れだったり,日
43.918,44.352,0,それはにちようびのひぐれだったり,よ
43.918,44.352,-1,それは日曜日の日暮れだったり,曜
44.352,44.785,0,それはにちようびのひぐれだったり,う
44.352,44.785,-1,それは日曜日の日暮れだったり,曜
44.785,44.986,0,それはにちようびのひぐれだったり,び
44.785,44.986,-1,それは日曜日の日暮れだったり,日
44.986,45.753,0,それはにちようびのひぐれだったり,の
44.986,45.753,-1,それは日曜日の日暮れだったり,の
45.753,45.987,0,それはにちようびのひぐれだったり,ひ
45.753,45.987,-1,それは日曜日の日暮れだったり,日
45.987,46.42,0,それはにちようびのひぐれだったり,ぐ
45.987,46.42,-1,それは日曜日の日暮れだったり,暮
46.42,46.854,0,それはにちようびのひぐれだったり,れ
46.42,46.854,-1,それは日曜日の日暮れだったり,れ
46.854,47.054,0,それはにちようびのひぐれだったり,だ
46.854,47.054,-1,それは日曜日の日暮れだったり,だ
47.054,47.254,0,それはにちようびのひぐれだったり,っ
47.054,47.254,-1,それは日曜日の日暮れだったり,っ
47.254,47.488,0,それはにちようびのひぐれだったり,た
47.254,47.488,-1,それは日曜日の日暮れだったり,た
47.488,48.723,0,それはにちようびのひぐれだったり,り
47.488,48.723,-1,それは日曜日の日暮れだったり,り
48.723,48.923,-1,それはテスト∞の期間だったり,そ
48.723,48.923,0,それはテストばっかのきかんだったり,そ
48.923,49.123,-1,それはテスト∞の期間だったり,れ
48.923,49.123,0,それはテストばっかのきかんだったり,れ
49.123,49.69,-1,それはテスト∞の期間だったり,は
49.123,49.69,0,それはテストばっかのきかんだったり,は
49.69,50.091,-1,それはテスト∞の期間だったり,テ
49.69,50.091,0,それはテストばっかのきかんだったり,テ
50.091,50.491,-1,それはテスト∞の期間だったり,ス
50.091,50.491,0,それはテストばっかのきかんだったり,ス
50.491,50.925,-1,それはテスト∞の期間だったり,ト
50.491,50.925,0,それはテストばっかのきかんだったり,ト
