start,end,line,unformatted,token
1.151,1.318,0,かっこいいからすきなんじゃない,か
1.151,1.318,-1,かっこいいから好きなんじゃない,か
1.318,1.518,0,かっこいいからすきなんじゃない,っ
1.318,1.518,-1,かっこいいから好きなんじゃない,っ
1.518,1.685,0,かっこいいからすきなんじゃない,こ
1.518,1.685,-1,かっこいいから好きなんじゃない,こ
1.685,1.852,0,かっこいいからすきなんじゃない,い
1.685,1.852,-1,かっこいいから好きなんじゃない,い
1.852,2.052,0,かっこいいからすきなんじゃない,い
1.852,2.052,-1,かっこいいから好きなんじゃない,い
2.052,2.219,0,かっこいいからすきなんじゃない,か
2.052,2.219,-1,かっこいいから好きなんじゃない,か
2.219,2.386,0,かっこいいからすきなんじゃない,ら
2.219,2.386,-1,かっこいいから好きなんじゃない,ら
2.386,2.586,0,かっこいいからすきなんじゃない,す
2.386,2.586,-1,かっこいいから好きなんじゃない,好
2.586,2.753,0,かっこいいからすきなんじゃない,き
2.586,2.753,-1,かっこいいから好きなんじゃない,き
2.753,2.92,0,かっこいいからすきなんじゃない,な
2.753,2.92,-1,かっこいいから好きなんじゃない,な
2.92,3.12,0,かっこいいからすきなんじゃない,ん
2.92,3.12,-1,かっこいいから好きなんじゃない,ん
3.12,3.32,0,かっこいいからすきなんじゃない,じゃ
3.12,3.32,-1,かっこいいから好きなんじゃない,じゃ
3.32,3.487,0,かっこいいからすきなんじゃない,な
3.32,3.487,-1,かっこいいから好きなんじゃない,な
3.487,3.854,0,かっこいいからすきなんじゃない,い
3.487,3.854,-1,かっこいいから好きなんじゃない,い
3.854,4.021,0,すきだからかっこいいんだよ,す
3.854,4.021,-1,好きだからかっこいいんだよ,好
4.021,4.221,0,すきだからかっこいいんだよ,き
4.021,4.221,-1,好きだからかっこいいんだよ,き
4.221,4.421,0,すきだからかっこいいんだよ,だ
4.221,4.421,-1,好きだからかっこいいんだよ,だ
4.421,4.588,0,すきだからかっこいいんだよ,か
4.421,4.588,-1,好きだからかっこいいんだよ,か
4.588,4.755,0,すきだからかっこいいんだよ,ら
4.588,4.755,-1,好きだからかっこいいんだよ,ら
4.755,4.955,0,すきだからかっこいいんだよ,か
4.755,4.955,-1,好きだからかっこいいんだよ,か
4.955,5.122,0,すきだからかっこいいんだよ,っ
4.955,5.122,-1,好きだからかっこいいんだよ,っ
5.122,5.322,0,すきだからかっこいいんだよ,こ
5.122,5.322,-1,好きだからかっこいいんだよ,こ
5.322,5.489,0,すきだからかっこいいんだよ,い
5.322,5.489,-1,好きだからかっこいいんだよ,い
5.489,5.689,0,すきだからかっこいいんだよ,い
5.489,5.689,-1,好きだからかっこいいんだよ,い
5.689,5.889,0,すきだからかっこいいんだよ,ん
5.689,5.889,-1,好きだからかっこいいんだよ,ん
5.889,6.056,0,すきだからかっこいいんだよ,だ
5.889,6.056,-1,好きだからかっこいいんだよ,だ
6.056,6.79,0,すきだからかっこいいんだよ,よ
6.056,6.79,-1,好きだからかっこいいんだよ,よ
6.79,6.991,0,だれかにばかにされてもなんともない,だ
6.79,6.991,-1,誰かにばかにされても何ともない,か
6.991,7.157,0,だれかにばかにされてもなんともない,れ
6.991,7.157,-1,誰かにばかにされても何ともない,か
7.157,7.358,0,だれかにばかにされてもなんともない,か
7.157,7.358,-1,誰かにばかにされても何ともない,か
7.358,7.524,0,だれかにばかにされてもなんともない,に
7.358,7.524,-1,誰かにばかにされても何ともない,に
7.524,7.691,0,だれかにばかにされてもなんともない,ば
7.524,7.691,-1,誰かにばかにされても何ともない,ば
7.691,7.891,0,だれかにばかにされてもなんともない,か
7.691,7.891,-1,誰かにばかにされても何ともない,か
7.891,8.058,0,だれかにばかにされてもなんともない,に
7.891,8.058,-1,誰かにばかにされても何ともない,に
8.058,8.225,0,だれかにばかにされてもなんともない,さ
8.058,8.225,-1,誰かにばかにされても何ともない,さ
8.225,8.425,0,だれかにばかにされてもなんともない,れ
8.225,8.425,-1,誰かにばかにされても何ともない,れ
8.425,8.625,0,だれかにばかにされてもなんともない,て
8.425,8.625,-1,誰かにばかにされても何ともない,て
8.625,8.792,0,だれかにばかにされてもなんともない,も
8.625,8.792,-1,誰かにばかにされても何ともない,も
8.792,8.993,0,だれかにばかにされてもなんともない,な
8.792,8.993,-1,誰かにばかにされても何ともない,何
8.993,9.159,0,だれかにばかにされてもなんともない,ん
8.993,9.159,-1,誰かにばかにされても何ともない,何
9.159,9.326,0,だれかにばかにされてもなんともない,と
9.159,9.326,-1,誰かにばかにされても何ともない,と
9.326,9.526,0,だれかにばかにされてもなんともない,も
9.326,9.526,-1,誰かにばかにされても何ともない,も
9.526,9.727,0,だれかにばかにされてもなんともない,な
9.526,9.727,-1,誰かにばかにされても何ともない,な
9.727,9.893,0,だれかにばかにされてもなんともない,い
9.727,9.893,-1,誰かにばかにされても何ともない,い
9.893,10.06,0,だってわたしの「ひーろー」,だ
9.893,10.06,-1,だって私の「ヒーロー」,だ
